Date,Time,State,Cured,Deaths,Confirmed
04-02-20,6:00 PM,Abia,0,0,4
04-02-20,6:00 PM,Niger,1,0,3
04-02-20,6:00 PM,Delta,1,4,46
04-02-20,6:00 PM,Bayelsa,3,0,108
04-02-20,6:00 PM,Rivers,6,1,234
04-02-20,6:00 PM,Imo,1,3,107
04-02-20,6:00 PM,Adamawa,2,0,7
04-02-20,6:00 PM,Osun,14,2,113
04-02-20,6:00 PM,Kaduna,6,3,53
04-03-20,6:00 PM,Ogun,1,1,132
04-03-20,6:00 PM,Oyo,0,0,10
04-03-20,6:00 PM,Ondo,0,0,1
04-03-20,6:00 PM,Koggi,0,0,16
04-03-20,6:00 PM,Taraba,0,1,29
04-03-20,6:00 PM,Enugu,0,0,18
04-03-20,6:00 PM,Akwa Ibom,3,0,9
04-03-20,6:00 PM,Abuja,8,4,219
04-03-20,6:00 PM,Ekiti,0,0,6
04-03-20,6:00 PM,Ebonyi,10,8,95
04-03-20,6:00 PM,plateau,24,0,49
04-03-20,6:00 PM,Borno,1,1,6
04-03-20,6:00 PM,Jigawa,3,2,75
04-03-20,6:00 PM,Benue,0,0,2
04-03-20,6:00 PM,Gombe,10,3,124
04-03-20,6:00 PM,Lagos,27,2,286
04-03-20,6:00 PM,Yobe,3,0,14
04-03-20,6:00 PM,Sokoto,0,6,104
04-03-20,6:00 PM,Lagos,42,16,335
04-03-20,6:00 PM,cros River,0,0,2
04-03-20,6:00 PM,Kebbi,0,0,1
04-03-20,6:00 PM,Abia,0,0,5
04-03-20,6:00 PM,Niger,1,0,5
04-03-20,6:00 PM,Delta,1,5,48
04-03-20,6:00 PM,Bayelsa,3,0,167
04-03-20,6:00 PM,Rivers,6,1,309
04-03-20,6:00 PM,Imo,1,7,158
04-03-20,6:00 PM,Adamawa,2,0,10
04-03-20,6:00 PM,Osun,14,2,172
04-03-20,6:00 PM,Kaduna,3,3,63
04-03-20,6:00 PM,Nasarawa,0,0,77
04-04-20,6:00 PM,Ogun,1,1,161
04-04-20,6:00 PM,Oyo,0,0,10
04-04-20,6:00 PM,Ondo,0,0,1
04-04-20,6:00 PM,Koggi,0,0,24
04-04-20,6:00 PM,Taraba,0,1,30
04-04-20,6:00 PM,Enugu,0,0,18
04-04-20,6:00 PM,Akwa Ibom,3,0,9
04-04-20,6:00 PM,Abuja,15,6,445
04-04-20,6:00 PM,Ekiti,0,0,7
04-04-20,6:00 PM,Ebonyi,14,10,105
04-04-20,6:00 PM,plateau,24,0,49
04-04-20,6:00 PM,Borno,1,1,6
04-04-20,6:00 PM,Jigawa,3,2,75
04-04-20,6:00 PM,Benue,0,0,2
04-04-20,6:00 PM,Gombe,12,3,128
04-04-20,6:00 PM,Lagos,41,2,295
04-04-20,6:00 PM,Yobe,3,0,14
04-04-20,6:00 PM,Sokoto,0,6,104
04-04-20,6:00 PM,Lagos,42,24,490
04-04-20,6:00 PM,cros River,0,0,2
04-04-20,6:00 PM,Kebbi,0,0,1
04-04-20,6:00 PM,Abia,0,0,5
04-04-20,6:00 PM,Niger,1,0,5
04-04-20,6:00 PM,Delta,1,5,57
04-04-20,6:00 PM,Bayelsa,21,0,200
04-04-20,6:00 PM,Rivers,6,2,411
04-04-20,6:00 PM,Imo,1,7,159
04-04-20,6:00 PM,Adamawa,2,0,16
04-04-20,6:00 PM,Osun,19,2,174
04-04-20,6:00 PM,Kaduna,3,3,69
04-05-20,6:00 PM,Ogun,1,1,190
04-05-20,6:00 PM,Oyo,0,0,10
04-05-20,6:00 PM,Ondo,0,0,1
04-05-20,6:00 PM,Koggi,0,0,26
04-05-20,6:00 PM,Taraba,0,1,30
04-05-20,6:00 PM,Enugu,0,0,18
04-05-20,6:00 PM,Akwa Ibom,3,0,9
04-05-20,6:00 PM,Abuja,18,7,503
04-05-20,6:00 PM,Ekiti,0,0,7
04-05-20,6:00 PM,Ebonyi,18,11,122
04-05-20,6:00 PM,plateau,25,1,59
04-05-20,6:00 PM,Borno,1,1,6
04-05-20,6:00 PM,Jigawa,4,2,106
04-05-20,6:00 PM,Benue,0,0,3
04-05-20,6:00 PM,Gombe,12,4,144
04-05-20,6:00 PM,Lagos,49,2,306
04-05-20,6:00 PM,Yobe,10,0,14
04-05-20,6:00 PM,Sokoto,0,9,165
04-05-20,6:00 PM,Lagos,42,24,490
04-05-20,6:00 PM,cros River,0,0,2
04-05-20,6:00 PM,Kebbi,0,0,1
04-05-20,6:00 PM,Abia,0,0,20
04-05-20,6:00 PM,Niger,1,0,5
04-05-20,6:00 PM,Delta,1,5,57
04-05-20,6:00 PM,Bayelsa,21,0,200
04-05-20,6:00 PM,Rivers,6,3,485
04-05-20,6:00 PM,Imo,32,7,269
04-05-20,6:00 PM,Adamawa,2,0,22
04-05-20,6:00 PM,Osun,19,2,227
04-05-20,6:00 PM,Kaduna,10,3,80
04-06-20,6:00 PM,Ogun,1,3,226
04-06-20,6:00 PM,Oyo,0,0,10
04-06-20,6:00 PM,Ondo,0,0,1
04-06-20,6:00 PM,Koggi,0,0,26
04-06-20,6:00 PM,Taraba,0,1,32
04-06-20,6:00 PM,Enugu,0,0,18
04-06-20,6:00 PM,Akwa Ibom,8,0,10
04-06-20,6:00 PM,Abuja,19,7,523
04-06-20,6:00 PM,Ekiti,0,0,7
04-06-20,6:00 PM,Ebonyi,22,12,144
04-06-20,6:00 PM,plateau,25,1,84
04-06-20,6:00 PM,Borno,2,1,13
04-06-20,6:00 PM,Jigawa,4,2,109
04-06-20,6:00 PM,Benue,0,0,4
04-06-20,6:00 PM,Gombe,12,4,151
04-06-20,6:00 PM,Lagos,55,2,314
04-06-20,6:00 PM,Yobe,10,0,14
04-06-20,6:00 PM,Sokoto,0,9,165
04-06-20,6:00 PM,Lagos,56,45,748
04-06-20,6:00 PM,cros River,0,0,2
04-06-20,6:00 PM,Kebbi,0,0,1
04-06-20,6:00 PM,Abia,2,0,21
04-06-20,6:00 PM,Niger,1,0,5
04-06-20,6:00 PM,Delta,4,6,76
04-06-20,6:00 PM,Bayelsa,21,0,274
04-06-20,6:00 PM,Rivers,8,5,571
04-06-20,6:00 PM,Imo,34,7,321
04-06-20,6:00 PM,Adamawa,4,0,26
04-06-20,6:00 PM,Osun,21,3,305
04-06-20,6:00 PM,Kaduna,10,3,80
04-07-20,6:00 PM,Ogun,1,3,266
04-07-20,6:00 PM,Oyo,0,0,10
04-07-20,6:00 PM,Ondo,0,0,1
04-07-20,6:00 PM,Koggi,0,0,26
04-07-20,6:00 PM,Taraba,0,1,32
04-07-20,6:00 PM,Enugu,7,0,18
04-07-20,6:00 PM,Akwa Ibom,9,0,10
04-07-20,6:00 PM,Abuja,21,7,576
04-07-20,6:00 PM,Ekiti,0,0,7
04-07-20,6:00 PM,Ebonyi,25,13,165
04-07-20,6:00 PM,plateau,25,1,90
04-07-20,6:00 PM,Borno,2,1,13
04-07-20,6:00 PM,Jigawa,4,2,116
04-07-20,6:00 PM,Benue,0,0,4
04-07-20,6:00 PM,Gombe,25,4,175
04-07-20,6:00 PM,Lagos,58,2,327
04-07-20,6:00 PM,Yobe,10,0,14
04-07-20,6:00 PM,Sokoto,0,13,229
04-07-20,6:00 PM,Lagos,56,48,868
04-07-20,6:00 PM,cros River,0,0,2
04-07-20,6:00 PM,Kebbi,0,0,1
04-07-20,6:00 PM,Abia,2,1,42
04-07-20,6:00 PM,Niger,1,0,5
04-07-20,6:00 PM,Delta,4,7,91
04-07-20,6:00 PM,Bayelsa,21,3,288
04-07-20,6:00 PM,Rivers,8,5,621
04-07-20,6:00 PM,Imo,35,7,364
04-07-20,6:00 PM,Zamfara,0,0,1
04-07-20,6:00 PM,Adamawa,5,0,31
04-07-20,6:00 PM,Osun,21,3,305
04-07-20,6:00 PM,Kaduna,13,3,91
04-08-20,5:00 PM,Ogun,5,4,305
04-08-20,5:00 PM,Oyo,0,0,10
04-08-20,5:00 PM,Ondo,0,0,1
04-08-20,5:00 PM,Koggi,0,0,27
04-08-20,5:00 PM,Taraba,0,1,38
04-08-20,5:00 PM,Enugu,7,0,18
04-08-20,5:00 PM,Akwa Ibom,9,0,10
04-08-20,5:00 PM,Abuja,21,9,576
04-08-20,5:00 PM,Ekiti,0,0,7
04-08-20,5:00 PM,Ebonyi,25,13,165
04-08-20,5:00 PM,plateau,28,3,147
04-08-20,5:00 PM,Borno,2,1,18
04-08-20,5:00 PM,Jigawa,4,2,116
04-08-20,5:00 PM,Benue,0,0,4
04-08-20,5:00 PM,Gombe,25,4,175
04-08-20,5:00 PM,Lagos,70,2,336
04-08-20,5:00 PM,Yobe,10,0,14
04-08-20,5:00 PM,Sokoto,0,13,229
04-08-20,5:00 PM,Lagos,79,64,1018
04-08-20,5:00 PM,cros River,0,0,2
04-08-20,5:00 PM,Kebbi,0,0,1
04-08-20,5:00 PM,Abia,2,1,42
04-08-20,5:00 PM,Niger,1,0,5
04-08-20,5:00 PM,Delta,4,7,91
04-08-20,5:00 PM,Bayelsa,21,3,328
04-08-20,5:00 PM,Rivers,19,7,690
04-08-20,5:00 PM,Imo,35,7,427
04-08-20,5:00 PM,Zamfara,0,0,1
04-08-20,5:00 PM,Adamawa,5,0,31
04-08-20,5:00 PM,Osun,26,3,343
04-08-20,5:00 PM,Kaduna,13,5,99
04-09-20,5:00 PM,Ogun,6,4,348
04-09-20,5:00 PM,Oyo,0,0,11
04-09-20,5:00 PM,Ondo,0,0,1
04-09-20,5:00 PM,Koggi,0,0,28
04-09-20,5:00 PM,Taraba,0,1,39
04-09-20,5:00 PM,Enugu,7,0,18
04-09-20,5:00 PM,Akwa Ibom,9,0,10
04-09-20,5:00 PM,Abuja,21,9,669
04-09-20,5:00 PM,Ekiti,0,0,7
04-09-20,5:00 PM,Ebonyi,25,16,179
04-09-20,5:00 PM,plateau,29,3,169
04-09-20,5:00 PM,Borno,2,1,18
04-09-20,5:00 PM,Jigawa,4,4,158
04-09-20,5:00 PM,Benue,0,0,13
04-09-20,5:00 PM,Gombe,28,5,181
04-09-20,5:00 PM,Lagos,83,2,345
04-09-20,5:00 PM,Yobe,10,0,14
04-09-20,5:00 PM,Sokoto,0,16,259
04-09-20,5:00 PM,Lagos,117,72,1135
04-09-20,5:00 PM,cros River,1,0,2
04-09-20,5:00 PM,Kebbi,0,0,1
04-09-20,5:00 PM,Abia,2,1,42
04-09-20,5:00 PM,Niger,1,0,5
04-09-20,5:00 PM,Delta,4,8,101
04-09-20,5:00 PM,Bayelsa,21,3,383
04-09-20,5:00 PM,Rivers,21,8,738
04-09-20,5:00 PM,Imo,35,7,442
04-09-20,5:00 PM,Zamfara,0,0,1
04-09-20,5:00 PM,Adamawa,5,0,35
04-09-20,5:00 PM,Osun,31,4,410
04-09-20,5:00 PM,Kaduna,16,5,103
04-10-20,5:00 PM,Ogun,7,6,363
04-10-20,5:00 PM,Oyo,0,0,11
04-10-20,5:00 PM,Ondo,0,0,1
04-10-20,5:00 PM,Koggi,0,0,29
04-10-20,5:00 PM,Taraba,0,1,60
04-10-20,5:00 PM,Enugu,7,0,18
04-10-20,5:00 PM,Akwa Ibom,9,0,10
04-10-20,5:00 PM,Abuja,25,13,898
04-10-20,5:00 PM,Ekiti,1,0,7
04-10-20,5:00 PM,Ebonyi,26,17,241
04-10-20,5:00 PM,plateau,29,3,169
04-10-20,5:00 PM,Borno,6,1,28
04-10-20,5:00 PM,Jigawa,6,4,184
04-10-20,5:00 PM,Benue,0,1,13
04-10-20,5:00 PM,Gombe,30,6,197
04-10-20,5:00 PM,Lagos,96,2,357
04-10-20,5:00 PM,Yobe,10,0,15
04-10-20,5:00 PM,Sokoto,0,16,259
04-10-20,5:00 PM,Lagos,125,97,1364
04-10-20,5:00 PM,cros River,1,0,2
04-10-20,5:00 PM,Kebbi,0,0,1
04-10-20,5:00 PM,Abia,2,1,44
04-10-20,5:00 PM,Niger,1,0,5
04-10-20,5:00 PM,Delta,5,11,132
04-10-20,5:00 PM,Bayelsa,21,3,463
04-10-20,5:00 PM,Rivers,21,8,834
04-10-20,5:00 PM,Imo,35,7,473
04-10-20,5:00 PM,Zamfara,0,0,1
04-10-20,5:00 PM,Adamawa,5,0,35
04-10-20,5:00 PM,Osun,32,4,431
04-10-20,5:00 PM,Kaduna,16,5,116
04-11-20,5:00 PM,Ogun,11,6,381
04-11-20,5:00 PM,Oyo,0,0,11
04-11-20,5:00 PM,Ondo,0,0,1
04-11-20,5:00 PM,Koggi,0,1,29
04-11-20,5:00 PM,Taraba,0,1,60
04-11-20,5:00 PM,Enugu,7,0,18
04-11-20,5:00 PM,Akwa Ibom,9,0,18
04-11-20,5:00 PM,Abuja,25,14,903
04-11-20,5:00 PM,Ekiti,1,0,7
04-11-20,5:00 PM,Ebonyi,31,19,308
04-11-20,5:00 PM,plateau,29,3,177
04-11-20,5:00 PM,Borno,6,1,28
04-11-20,5:00 PM,Jigawa,6,4,207
04-11-20,5:00 PM,Benue,0,1,17
04-11-20,5:00 PM,Gombe,37,6,214
04-11-20,5:00 PM,Lagos,123,2,364
04-11-20,5:00 PM,Yobe,10,0,15
04-11-20,5:00 PM,Sokoto,0,33,443
04-11-20,5:00 PM,Lagos,188,110,1574
04-11-20,5:00 PM,cros River,1,0,2
04-11-20,5:00 PM,Kebbi,0,0,1
04-11-20,5:00 PM,Abia,2,1,48
04-11-20,5:00 PM,Niger,1,0,7
04-11-20,5:00 PM,Delta,5,11,132
04-11-20,5:00 PM,Bayelsa,21,3,553
04-11-20,5:00 PM,Rivers,44,8,911
04-11-20,5:00 PM,Imo,43,9,504
04-11-20,5:00 PM,Zamfara,0,0,2
04-11-20,5:00 PM,Adamawa,5,0,35
04-11-20,5:00 PM,Osun,32,4,433
04-11-20,5:00 PM,Kaduna,16,5,126
04-12-20,5:00 PM,Ogun,11,6,381
04-12-20,5:00 PM,Oyo,10,0,11
04-12-20,5:00 PM,Ondo,0,0,1
04-12-20,5:00 PM,Koggi,0,1,29
04-12-20,5:00 PM,Taraba,19,1,64
04-12-20,5:00 PM,Enugu,7,0,19
04-12-20,5:00 PM,Akwa Ibom,10,0,25
04-12-20,5:00 PM,Abuja,25,19,1069
04-12-20,5:00 PM,Ekiti,5,0,7
04-12-20,5:00 PM,Ebonyi,44,22,432
04-12-20,5:00 PM,plateau,29,3,185
04-12-20,5:00 PM,Borno,6,1,32
04-12-20,5:00 PM,Jigawa,6,4,224
04-12-20,5:00 PM,Benue,0,1,17
04-12-20,5:00 PM,Gombe,37,6,226
04-12-20,5:00 PM,Lagos,142,2,374
04-12-20,5:00 PM,Yobe,10,0,15
04-12-20,5:00 PM,Sokoto,0,36,564
04-12-20,5:00 PM,Lagos,208,127,1761
04-12-20,5:00 PM,cros River,1,0,2
04-12-20,5:00 PM,Kebbi,0,0,1
04-12-20,5:00 PM,Abia,12,1,54
04-12-20,5:00 PM,Niger,1,0,7
04-12-20,5:00 PM,Delta,5,11,151
04-12-20,5:00 PM,Bayelsa,21,3,700
04-12-20,5:00 PM,Rivers,44,10,969
04-12-20,5:00 PM,Imo,43,9,504
04-12-20,5:00 PM,Zamfara,0,0,2
04-12-20,5:00 PM,Adamawa,5,0,35
04-12-20,5:00 PM,Osun,45,5,452
04-12-20,5:00 PM,Kaduna,19,5,134
13-04-20,5:00 PM,Ogun,11,7,432
13-04-20,5:00 PM,Oyo,10,0,11
13-04-20,5:00 PM,Ondo,0,0,1
13-04-20,5:00 PM,Koggi,0,1,31
13-04-20,5:00 PM,Taraba,26,1,64
13-04-20,5:00 PM,Enugu,7,0,21
13-04-20,5:00 PM,Akwa Ibom,10,0,31
13-04-20,5:00 PM,Abuja,27,24,1154
13-04-20,5:00 PM,Ekiti,5,0,7
13-04-20,5:00 PM,Ebonyi,47,26,539
13-04-20,5:00 PM,plateau,29,3,185
13-04-20,5:00 PM,Borno,13,1,32
13-04-20,5:00 PM,Jigawa,6,4,245
13-04-20,5:00 PM,Benue,0,2,19
13-04-20,5:00 PM,Gombe,59,6,247
13-04-20,5:00 PM,Lagos,179,3,376
13-04-20,5:00 PM,Yobe,10,0,15
13-04-20,5:00 PM,Sokoto,44,43,604
13-04-20,5:00 PM,Lagos,217,149,1985
13-04-20,5:00 PM,cros River,1,0,2
13-04-20,5:00 PM,Kebbi,0,0,1
13-04-20,5:00 PM,Edo,0,0,1
13-04-20,5:00 PM,Abia,12,1,54
13-04-20,5:00 PM,Niger,1,0,7
13-04-20,5:00 PM,Delta,14,11,167
13-04-20,5:00 PM,Bayelsa,21,3,812
13-04-20,5:00 PM,Rivers,50,11,1075
13-04-20,5:00 PM,Imo,100,16,562
13-04-20,5:00 PM,Zamfara,0,0,2
13-04-20,5:00 PM,Adamawa,5,0,35
13-04-20,5:00 PM,Osun,47,5,483
13-04-20,5:00 PM,Kaduna,29,7,152
14-04-20,5:00 PM,Ogun,14,9,473
14-04-20,5:00 PM,Oyo,10,0,11
14-04-20,5:00 PM,Ondo,0,0,1
14-04-20,5:00 PM,Koggi,0,1,31
14-04-20,5:00 PM,Taraba,26,1,66
14-04-20,5:00 PM,Enugu,7,0,21
14-04-20,5:00 PM,Akwa Ibom,10,0,31
14-04-20,5:00 PM,Abuja,30,28,1510
14-04-20,5:00 PM,Ekiti,5,0,7
14-04-20,5:00 PM,Ebonyi,55,26,617
14-04-20,5:00 PM,plateau,34,3,199
14-04-20,5:00 PM,Borno,13,1,32
14-04-20,5:00 PM,Jigawa,16,4,270
14-04-20,5:00 PM,Benue,0,2,24
14-04-20,5:00 PM,Gombe,65,9,258
14-04-20,5:00 PM,Lagos,198,3,379
14-04-20,5:00 PM,Yobe,10,0,15
14-04-20,5:00 PM,Sokoto,51,50,730
14-04-20,5:00 PM,Lagos,229,160,2337
14-04-20,5:00 PM,cros River,1,0,2
14-04-20,5:00 PM,Kwara,0,0,1
14-04-20,5:00 PM,Kebbi,0,0,1
14-04-20,5:00 PM,Edo,0,0,1
14-04-20,5:00 PM,Abia,18,1,55
14-04-20,5:00 PM,Niger,1,0,7
14-04-20,5:00 PM,Delta,14,12,176
14-04-20,5:00 PM,Bayelsa,133,3,879
14-04-20,5:00 PM,Rivers,58,11,1173
14-04-20,5:00 PM,Imo,100,17,624
14-04-20,5:00 PM,Zamfara,0,0,2
14-04-20,5:00 PM,Adamawa,7,0,35
14-04-20,5:00 PM,Osun,49,5,657
14-04-20,5:00 PM,Kaduna,36,7,190
15-04-20,5:00 PM,Oyo,10,0,11
15-04-20,5:00 PM,Ogun,16,9,503
15-04-20,5:00 PM,Ondo,0,0,1
15-04-20,5:00 PM,Koggi,0,1,33
15-04-20,5:00 PM,Taraba,29,1,70
15-04-20,5:00 PM,Enugu,7,0,21
15-04-20,5:00 PM,Akwa Ibom,13,0,33
15-04-20,5:00 PM,Abuja,30,30,1561
15-04-20,5:00 PM,Ekiti,5,0,7
15-04-20,5:00 PM,Ebonyi,59,30,695
15-04-20,5:00 PM,plateau,34,3,199
15-04-20,5:00 PM,Borno,13,1,33
15-04-20,5:00 PM,Jigawa,30,4,278
15-04-20,5:00 PM,Benue,0,2,27
15-04-20,5:00 PM,Gombe,75,11,277
15-04-20,5:00 PM,Lagos,211,3,387
15-04-20,5:00 PM,Yobe,10,0,17
15-04-20,5:00 PM,Sokoto,64,53,987
15-04-20,5:00 PM,Lagos,259,178,2687
15-04-20,5:00 PM,cros River,1,0,2
15-04-20,5:00 PM,Kwara,0,1,7
15-04-20,5:00 PM,Kebbi,0,0,1
15-04-20,5:00 PM,Edo,0,0,0
15-04-20,5:00 PM,Abia,18,1,60
15-04-20,5:00 PM,Niger,1,0,7
15-04-20,5:00 PM,Delta,14,13,186
15-04-20,5:00 PM,Bayelsa,147,3,1005
15-04-20,5:00 PM,Rivers,81,12,1204
15-04-20,5:00 PM,Imo,120,18,647
15-04-20,5:00 PM,Zamfara,0,0,2
15-04-20,5:00 PM,Adamawa,9,0,37
15-04-20,5:00 PM,Osun,51,11,735
15-04-20,5:00 PM,Kaduna,37,7,213
16-04-20,5:00 PM,Oyo,10,0,11
16-04-20,5:00 PM,Ogun,20,14,534
16-04-20,5:00 PM,Ondo,0,0,1
16-04-20,5:00 PM,Koggi,5,1,33
16-04-20,5:00 PM,Taraba,29,1,74
16-04-20,5:00 PM,Enugu,7,0,21
16-04-20,5:00 PM,Akwa Ibom,17,0,33
16-04-20,5:00 PM,Abuja,42,32,1578
16-04-20,5:00 PM,Ekiti,5,0,7
16-04-20,5:00 PM,Ebonyi,64,36,871
16-04-20,5:00 PM,plateau,43,3,205
16-04-20,5:00 PM,Borno,16,1,35
16-04-20,5:00 PM,Jigawa,36,4,300
16-04-20,5:00 PM,Benue,0,2,28
16-04-20,5:00 PM,Gombe,82,13,315
16-04-20,5:00 PM,Lagos,218,3,388
16-04-20,5:00 PM,Yobe,10,0,17
16-04-20,5:00 PM,Sokoto,64,53,1120
16-04-20,5:00 PM,Lagos,295,187,2919
16-04-20,5:00 PM,cros River,1,0,2
16-04-20,5:00 PM,Kwara,0,1,7
16-04-20,5:00 PM,Kebbi,0,0,1
16-04-20,5:00 PM,Edo,0,0,0
16-04-20,5:00 PM,Abia,18,1,60
16-04-20,5:00 PM,Niger,1,0,7
16-04-20,5:00 PM,Delta,27,13,186
16-04-20,5:00 PM,Bayelsa,147,3,1023
16-04-20,5:00 PM,Rivers,118,14,1242
16-04-20,5:00 PM,Imo,120,18,698
16-04-20,5:00 PM,Zamfara,1,0,2
16-04-20,5:00 PM,Adamawa,9,0,37
16-04-20,5:00 PM,Osun,68,13,773
16-04-20,5:00 PM,Kaduna,42,7,231
17-04-20,5:00 PM,Oyo,10,0,11
17-04-20,5:00 PM,Ogun,36,14,572
17-04-20,5:00 PM,Ondo,0,0,1
17-04-20,5:00 PM,Koggi,5,1,35
17-04-20,5:00 PM,Taraba,37,1,83
17-04-20,5:00 PM,Enugu,9,0,21
17-04-20,5:00 PM,Akwa Ibom,23,0,36
17-04-20,5:00 PM,Abuja,51,38,1640
17-04-20,5:00 PM,Ekiti,6,0,7
17-04-20,5:00 PM,Ebonyi,74,38,1021
17-04-20,5:00 PM,plateau,43,3,205
17-04-20,5:00 PM,Borno,16,1,35
17-04-20,5:00 PM,Jigawa,38,4,314
17-04-20,5:00 PM,Benue,0,2,29
17-04-20,5:00 PM,Gombe,82,13,353
17-04-20,5:00 PM,Lagos,245,3,395
17-04-20,5:00 PM,Yobe,14,0,18
17-04-20,5:00 PM,Sokoto,65,57,1308
17-04-20,5:00 PM,Lagos,300,194,3205
17-04-20,5:00 PM,cros River,1,0,2
17-04-20,5:00 PM,Kwara,0,1,9
17-04-20,5:00 PM,Kebbi,0,0,1
17-04-20,5:00 PM,Edo,0,0,0
17-04-20,5:00 PM,Abia,19,1,60
17-04-20,5:00 PM,Niger,1,0,7
17-04-20,5:00 PM,Delta,27,13,186
17-04-20,5:00 PM,Bayelsa,164,11,1131
17-04-20,5:00 PM,Rivers,180,15,1267
17-04-20,5:00 PM,Imo,186,18,743
17-04-20,5:00 PM,Zamfara,1,0,2
17-04-20,5:00 PM,Adamawa,9,0,37
17-04-20,5:00 PM,Osun,74,14,846
17-04-20,5:00 PM,Kaduna,51,10,255
18-04-20,5:00 PM,Oyo,11,0,12
18-04-20,5:00 PM,Ogun,42,15,603
18-04-20,5:00 PM,Ondo,0,0,1
18-04-20,5:00 PM,Koggi,9,1,35
18-04-20,5:00 PM,Taraba,37,2,85
18-04-20,5:00 PM,Enugu,9,0,21
18-04-20,5:00 PM,Akwa Ibom,24,0,36
18-04-20,5:00 PM,Abuja,72,42,1707
18-04-20,5:00 PM,Ekiti,6,0,7
18-04-20,5:00 PM,Ebonyi,88,48,1272
18-04-20,5:00 PM,plateau,43,3,225
18-04-20,5:00 PM,Borno,16,1,38
18-04-20,5:00 PM,Jigawa,42,5,328
18-04-20,5:00 PM,Benue,0,2,33
18-04-20,5:00 PM,Gombe,92,13,371
18-04-20,5:00 PM,Lagos,255,3,396
18-04-20,5:00 PM,Yobe,14,0,18
18-04-20,5:00 PM,Sokoto,69,69,1355
18-04-20,5:00 PM,Lagos,331,201,3323
18-04-20,5:00 PM,cros River,1,0,2
18-04-20,5:00 PM,Kwara,0,1,11
18-04-20,5:00 PM,Kebbi,0,0,1
18-04-20,5:00 PM,Edo,0,0,0
18-04-20,5:00 PM,Abia,21,1,60
18-04-20,5:00 PM,Niger,3,0,7
18-04-20,5:00 PM,Delta,27,13,202
18-04-20,5:00 PM,Bayelsa,183,11,1229
18-04-20,5:00 PM,Rivers,283,15,1323
18-04-20,5:00 PM,Imo,186,18,791
18-04-20,5:00 PM,Zamfara,1,0,2
18-04-20,5:00 PM,Adamawa,9,0,42
18-04-20,5:00 PM,Osun,86,14,969
18-04-20,5:00 PM,Kaduna,55,10,287
19-04-20,5:00 PM,Oyo,11,0,14
19-04-20,5:00 PM,Ogun,42,15,603
19-04-20,5:00 PM,Ondo,0,0,1
19-04-20,5:00 PM,Koggi,12,1,35
19-04-20,5:00 PM,Taraba,37,2,86
19-04-20,5:00 PM,Enugu,10,0,23
19-04-20,5:00 PM,Akwa Ibom,24,0,36
19-04-20,5:00 PM,Abuja,72,43,1893
19-04-20,5:00 PM,Ekiti,6,0,7
19-04-20,5:00 PM,Ebonyi,94,58,1604
19-04-20,5:00 PM,plateau,87,3,233
19-04-20,5:00 PM,Borno,16,1,39
19-04-20,5:00 PM,Jigawa,51,5,341
19-04-20,5:00 PM,Benue,0,2,35
19-04-20,5:00 PM,Gombe,104,14,384
19-04-20,5:00 PM,Lagos,257,3,400
19-04-20,5:00 PM,Yobe,14,0,18
19-04-20,5:00 PM,Sokoto,127,70,1407
19-04-20,5:00 PM,Lagos,365,211,3651
19-04-20,5:00 PM,cros River,1,0,2
19-04-20,5:00 PM,Kwara,0,1,11
19-04-20,5:00 PM,Kebbi,0,0,1
19-04-20,5:00 PM,Edo,0,0,0
19-04-20,5:00 PM,Abia,24,1,61
19-04-20,5:00 PM,Niger,3,0,7
19-04-20,5:00 PM,Delta,31,16,219
19-04-20,5:00 PM,Bayelsa,183,11,1351
19-04-20,5:00 PM,Rivers,365,15,1372
19-04-20,5:00 PM,Imo,186,18,844
19-04-20,5:00 PM,Zamfara,1,0,2
19-04-20,5:00 PM,Adamawa,9,0,42
19-04-20,5:00 PM,Osun,108,17,1084
19-04-20,5:00 PM,Kaduna,62,12,310
20-04-20,5:00 PM,Oyo,11,0,15
20-04-20,5:00 PM,Ogun,92,20,722
20-04-20,5:00 PM,Ondo,0,0,1
20-04-20,5:00 PM,Koggi,17,1,35
20-04-20,5:00 PM,Taraba,42,2,96
20-04-20,5:00 PM,Enugu,13,0,26
20-04-20,5:00 PM,Akwa Ibom,25,0,36
20-04-20,5:00 PM,Abuja,290,45,2003
20-04-20,5:00 PM,Ekiti,7,0,7
20-04-20,5:00 PM,Ebonyi,106,67,1851
20-04-20,5:00 PM,plateau,87,3,233
20-04-20,5:00 PM,Borno,16,1,39
20-04-20,5:00 PM,Jigawa,56,5,350
20-04-20,5:00 PM,Benue,0,2,42
20-04-20,5:00 PM,Gombe,111,16,395
20-04-20,5:00 PM,Lagos,270,3,402
20-04-20,5:00 PM,Yobe,14,0,18
20-04-20,5:00 PM,Sokoto,127,74,1485
20-04-20,5:00 PM,Lagos,507,223,4203
20-04-20,5:00 PM,cros River,2,0,2
20-04-20,5:00 PM,Kwara,0,1,11
20-04-20,5:00 PM,Kebbi,0,0,1
20-04-20,5:00 PM,Edo,0,0,0
20-04-20,5:00 PM,Abia,24,1,68
20-04-20,5:00 PM,Niger,3,0,7
20-04-20,5:00 PM,Delta,31,16,219
20-04-20,5:00 PM,Bayelsa,183,14,1478
20-04-20,5:00 PM,Rivers,411,15,1477
20-04-20,5:00 PM,Imo,190,21,873
20-04-20,5:00 PM,Zamfara,1,0,2
